0.000000,0.000000
0.250000,0.000000
0.500000,0.000000
0.750000,0.000000
1.000000,0.000000
1.250000,0.000000
1.500000,0.000000
1.750000,0.000000
2.000000,0.000000
2.250000,0.000000
2.500000,0.000000
2.750000,0.000000
3.000000,0.000000
3.250000,0.000000
3.500000,0.000000
3.750000,0.000000
4.000000,0.000000
4.250000,0.000000
4.500000,0.000000
4.750000,0.000000
5.000000,0.000000
5.000000,0.000000
4.928550,0.022801
4.857100,0.045603
4.785650,0.068404
4.714200,0.091205
4.642750,0.114006
4.571300,0.136808
4.499850,0.159609
4.428400,0.182410
4.356950,0.205211
4.285500,0.228013
4.214050,0.250814
4.142600,0.273615
4.071150,0.296416
3.999700,0.319218
3.928250,0.342019
3.856800,0.364820
3.785350,0.387621
3.713900,0.410423
3.642450,0.433224
3.571000,0.456025
3.571000,0.456025
3.392450,0.433224
3.213900,0.410423
3.035350,0.387621
2.856800,0.364820
2.678250,0.342019
2.499700,0.319218
2.321150,0.296416
2.142600,0.273615
1.964050,0.250814
1.785500,0.228013
1.606950,0.205211
1.428400,0.182410
1.249850,0.159609
1.071300,0.136808
0.892750,0.114006
0.714200,0.091205
0.535650,0.068404
0.357100,0.045603
0.178550,0.022801
0.000000,0.000000
